Country,Injury Severity,Aircraft Damage,Aircraft Category,Make,Model,Amateur Built,Engines Count,Engine Type,Purpose of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Report Status,Event Date,Latitude,Longitude,Amateur Built Category,Total Passengers,Aircraft Damage Severity,Average Uninjured Rate,Average Fatality Rate,Average Serious Rate,Average Minor Rate,Month
United States,Non-Fatal,Substantial,Airplane,Cessna,172,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Other,2018-04-30,372740N,0122654W,No,4.0,2,1.0,0.0,0.0,0.0,4
United States,Fatal,Substantial,Airplane,American air racing ltd,THUNDER MUSTANG,1,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2018-05-02,393941N,0119524W,Yes,1.0,2,0.0,1.0,0.0,0.0,5
United States,Fatal,Destroyed,Airplane,Piper,PA32,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2018-05-02,041717N,0074213W,No,1.0,3,0.0,1.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Hartline j bon,HARTLINE KITFOX III,1,,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Other,2018-05-02,331347N,0973524W,Yes,2.0,2,0.0,0.0,1.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Laminar,Lancair 360,1,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-02,362637N,0993054W,Yes,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Piper,PA28,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-02,314529N,1044635W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Berger bernard m,PULSAR SERIES III,1,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-03,401716N,0763448W,Yes,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,152,0,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,IMC,Other,2018-05-04,254742N,0803411W,No,2.0,2,0.0,0.0,0.0,1.0,5
United States,Non-Fatal,Substantial,Airplane,Beech,58,0,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Other,2018-05-05,441816N,1213221W,No,3.0,2,1.0,0.0,0.0,0.0,5
United States,Fatal,Substantial,Airplane,Belair,RAVEN,1,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Other,2018-05-05,462839N,0842147W,Yes,2.0,2,0.0,1.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,A185,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-05,331618N,1114848W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Creech jerry,CREECH JERRY CH 701,1,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Other,2018-05-05,382140N,0762415W,Yes,2.0,2,0.5,0.0,0.5,0.0,5
United States,Non-Fatal,Substantial,Airplane,Pphu ekolot,KR-030 TOPAZ,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-05,415542N,0884227W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Beech,A36,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-05,423423N,0901356W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Piper,PA 15,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-05,043211N,0762316W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,162,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-05,412553N,0845852W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Yakovlev,YAK 52,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-05,302719N,0881240W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Destroyed,Airplane,Grumman,TBM-3,0,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Other,2018-05-06,334612N,1095849W,No,2.0,3,0.0,0.0,0.0,1.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,182,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-06,363719N,0872454W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Beech,58,0,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Other,2018-05-06,341625N,0834953W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,182,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2018-05-07,395432N,0010572W,No,1.0,2,0.0,0.0,1.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,182,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-07,353545N,0106547W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-07,612341N,1495032W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Diven robert,NIEUPORT 17,1,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2018-05-08,321722N,1065519W,Yes,1.0,2,0.0,0.0,1.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Piper,PA28,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-08,003301N,0964941W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,172,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-08,039449N,0841231W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,P210,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-09,391323N,0121019W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Jetson's aviation llc,AIRCAM,1,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-09,375755N,0774456W,Yes,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Destroyed,Airplane,Wittman d r/wittman d m,RV 6,1,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2018-05-11,035423N,1012337W,Yes,1.0,3,0.0,0.0,0.0,1.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,172N,0,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Other,2018-05-11,405232N,0814559W,No,2.0,2,0.0,0.0,0.5,0.5,5
United States,Non-Fatal,Substantial,Airplane,Kolb,FIRESTAR,1,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2018-05-11,031058N,0872648W,Yes,1.0,2,0.0,0.0,0.0,1.0,5
United States,Non-Fatal,Substantial,Airplane,Champion,7ECA,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-12,035811N,0924254W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Fatal,Destroyed,Airplane,Cirrus,SR22,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2018-05-12,393058N,0104502W,No,1.0,3,0.0,1.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,170,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-12,040487N,0080939W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Fatal,Substantial,Airplane,Piper,PA-28-180,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,Other,2018-05-12,604550N,1484257W,No,1.0,2,0.0,1.0,0.0,0.0,5
United States,Fatal,Destroyed,Airplane,Beech,35A33,0,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,Other,2018-05-13,334753N,0854331W,No,2.0,3,0.0,0.5,0.0,0.5,5
United States,Fatal,Destroyed,Airplane,Cessna,182G,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2018-05-13,441424N,0116424W,No,1.0,3,0.0,1.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Piper,PA 32R,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-14,344219N,0007734W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Destroyed,Airplane,Cessna,172,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2018-05-14,048530N,0122171W,No,1.0,3,0.0,0.0,1.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,177,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-15,411012N,0851048W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Peet charles,ZENITH CH 701,1,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2018-05-16,431720N,1103911W,Yes,1.0,2,0.0,0.0,1.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Roger g white,Glasair,1,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2018-05-16,395432N,0010572W,Yes,1.0,2,0.0,0.0,1.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1(PT17),0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-16,444938N,0932740W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,120,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-16,413513N,0952012W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,182,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-17,461315N,0118719W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Piper,PA 18,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2018-05-18,035843N,1064743W,No,1.0,2,0.0,0.0,1.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,182,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-18,033587N,1124756W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,182D,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-18,040255N,1205851W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Vans,RV7A,1,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2018-05-19,415940N,0008887W,Yes,1.0,2,0.0,0.0,1.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Maule,M 7,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-19,304420N,0981419W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,"Davidson, ronald a.",Avid,1,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2018-05-19,038320N,0109590W,Yes,1.0,2,0.0,0.0,1.0,0.0,5
United States,Fatal,Destroyed,Airplane,Piper,PA34,0,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2018-05-20,425526N,0073821W,No,1.0,3,0.0,1.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Diamond aircraft ind inc,DA 40,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Other,2018-05-20,422040N,0713042W,No,4.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Piper,PA 14,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-20,472731N,1222837W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Piper,PA24,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-21,372147N,1215543W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Fatal,Substantial,Airplane,Taylorcraft,BC12,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2018-05-21,034912N,0083226W,No,1.0,2,0.0,1.0,0.0,0.0,5
United States,Non-Fatal,Minor,Airplane,North american,NAVION,0,,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Other,2018-05-21,335219N,0871535W,No,3.0,1,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Piper,PA28,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,Other,2018-05-21,404355N,0732452W,No,3.0,2,0.6666666666666666,0.0,0.3333333333333333,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,421,0,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-21,032580N,0825017W,No,1.0,2,1.0,0.0,0.0,0.0,5
Honduras,Non-Fatal,Substantial,Airplane,Israel aircraft industries,GULFSTREAM 200,0,2.0,,Business,0.0,6.0,0.0,0.0,VMC,Other,2018-05-22,014342N,0087131E,No,6.0,2,0.0,0.0,1.0,0.0,5
Netherlands,Fatal,Destroyed,Airplane,Reims,F172N,0,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,,Other,2018-05-22,,,No,2.0,3,0.0,1.0,0.0,0.0,5
United States,Fatal,Destroyed,Airplane,James donald baker,Zenith,1,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2018-05-22,037360N,0932433W,Yes,1.0,3,0.0,1.0,0.0,0.0,5
United States,Fatal,Destroyed,Airplane,Piper,PA28,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Other,2018-05-22,363927N,0762013W,No,1.0,3,0.0,1.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,M-squared aircraft,SPRINT 1000,0,,,Personal,0.0,0.0,2.0,0.0,VMC,Other,2018-05-22,335523N,0093926W,No,2.0,2,0.0,0.0,0.0,1.0,5
United States,Fatal,Destroyed,Airplane,Cessna,140,0,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,Other,2018-05-22,002956N,0081230W,No,2.0,3,0.0,0.5,0.0,0.5,5
United States,Non-Fatal,Substantial,Airplane,Piper,PA22,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Other,2018-05-23,322718N,0914934W,No,2.0,2,0.5,0.0,0.5,0.0,5
United States,Non-Fatal,Substantial,Airplane,Garcia benigno,BABY ACE D,1,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-23,034319N,1092240W,Yes,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,James wiebe,BELITE PIPPER,1,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2018-05-24,611125N,1495810W,Yes,1.0,2,0.0,0.0,1.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Luscombe,8,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2018-05-24,039442N,0841238W,No,1.0,2,0.0,0.0,1.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,American,AA,0,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2018-05-24,029427N,0008150W,No,1.0,2,0.0,0.0,0.0,1.0,5
United States,Fatal,Substantial,Airplane,Beech,D17S,0,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Other,2018-05-25,351737N,1053455W,No,1.0,2,0.0,1.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Devries wm h,KITFOX SPORT,1,,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-26,042918N,0734020W,Yes,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,172,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-26,393639N,0077035W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Fatal,Substantial,Airplane,Morrison marvin e jr,RV 6A,1,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Other,2018-05-27,381555N,1223642W,Yes,2.0,2,0.0,1.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,182,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-27,425842N,1124731W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Fatal,Destroyed,Airplane,Beech,P35,0,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Other,2018-05-27,411143N,0096649W,No,2.0,3,0.0,1.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cirrus,SR20,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2018-05-27,294651N,0095572W,No,1.0,2,0.0,0.0,1.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Piper,PA18,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-27,602924N,0151146W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Eldridge george,SKYSTAR KITFOX SER 7,1,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-27,462045N,1155316W,Yes,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Lite flight,DRAGONFLY,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-27,035115N,0803625W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Piper,PA28,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-27,384344N,0842342W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Fatal,Substantial,Airplane,Cessna,150M,0,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,Other,2018-05-28,474326N,1223238W,No,2.0,2,0.0,0.5,0.0,0.5,5
United States,Non-Fatal,Substantial,Airplane,Aeronca,58B,0,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Other,2018-05-28,041467N,0961429W,No,2.0,2,0.0,0.0,0.0,1.0,5
United States,Non-Fatal,Substantial,Airplane,Beech,D35,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-28,335352N,0117362W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,T182T,0,,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-28,039020N,0119924W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Taylorcraft aviation corp,F21,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-28,044540N,1165413W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cirrus,SR22,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-28,002983N,0008332W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Fairchild(howard),M 62C(PT-23A),0,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Other,2018-05-28,037396N,0097232W,No,2.0,2,0.0,0.0,1.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Maule,M5,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2018-05-28,461834N,1165752W,No,1.0,2,0.0,0.0,1.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Jim green,CCX,1,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-28,474628N,1164910W,Yes,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Aeronca,7AC,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-28,042137N,0092133W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Irlbeck thomas h,RV 8,1,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-29,045830N,0092429W,Yes,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,337,0,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-05-29,335232N,0084187W,No,2.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,172,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Other,2018-05-29,281727N,0812614W,No,3.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,P210N,0,,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-29,462224N,0117117W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Piper,PA 46,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Other,2018-05-30,342026N,1121739W,No,3.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Beech,A36,0,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Other,2018-05-30,038439N,0117232W,No,2.0,2,0.0,0.0,1.0,0.0,5
United States,Fatal,Destroyed,Airplane,North american,SNJ 2,0,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Other,2018-05-30,040466N,0732325W,No,1.0,3,0.0,1.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,180,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-30,565752N,1335457W,No,1.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Cessna,172,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Other,2018-05-30,341527N,1112011W,No,3.0,2,1.0,0.0,0.0,0.0,5
United States,Non-Fatal,Substantial,Airplane,Sorensen danny s,BF9 2,1,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-05-31,411515N,1105959W,Yes,1.0,2,1.0,0.0,0.0,0.0,5
United States,Fatal,Destroyed,Airplane,Cirrus,SR22,0,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Other,2018-06-01,003100N,0010200W,No,2.0,3,0.0,1.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Cessna,210,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-06-01,033219N,1165438W,No,2.0,2,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Beech,F33A,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-06-01,363751N,0008016W,No,2.0,2,1.0,0.0,0.0,0.0,6
United States,Fatal,Destroyed,Airplane,Piper,PA 31,0,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Other,2018-06-02,403419N,0072429W,No,4.0,3,0.0,1.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Piper,PA 12,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-06-02,006500N,0159250W,No,2.0,2,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,0,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2018-06-02,612936N,1494211W,No,1.0,2,0.0,0.0,0.0,1.0,6
United States,Non-Fatal,Substantial,Airplane,Cessna,180,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-06-03,037038N,1123153W,No,1.0,2,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-06-03,384733N,0844629W,No,1.0,2,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Cessna,T210,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-06-03,353022N,1031011W,No,1.0,2,1.0,0.0,0.0,0.0,6
United States,Fatal,Substantial,Airplane,Mason hal j,KITFOX MODEL 1,1,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2018-06-04,044580N,1225524W,Yes,1.0,2,0.0,1.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Piper,PA18,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-06-04,063280N,0148220W,No,1.0,2,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Jabiru usa sport aircraft llc,J230-SP,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-06-06,361027N,0094720W,No,1.0,2,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Beech,A36,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Other,2018-06-06,325016N,0935016W,No,4.0,2,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-06-06,064390N,1473636W,No,1.0,2,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Destroyed,Airplane,Beech,F33A,0,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2018-06-07,292716N,0994139W,No,1.0,3,0.0,0.0,0.0,1.0,6
United States,Non-Fatal,Substantial,Airplane,Bellanca,7GCBC,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-06-07,048949N,0122948W,No,1.0,2,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Dobbs george,COOT,1,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-06-07,044251N,0882625W,Yes,1.0,2,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Vans,RV4,1,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2018-06-07,404522N,0079572W,Yes,1.0,2,0.0,0.0,1.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Beech,A23,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2018-06-07,384227N,0931033W,No,2.0,2,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Waco,YKS 7,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2018-06-08,302739N,0875237W,No,1.0,2,1.0,0.0,0.0,0.0,6
